	EG0024	EG0031	EG0039	EG0055	EG0057	EG0070	EG0088	EG0101	EG0118	EG0136	EG0141	EG0175	EG0194	EG0196	EG0236	EG0256	EG0280	EG0282	EG0294	EG0303	EG0313	EG0341	EG0364	EG0365	EG0381	EG0401	EG0415	EG0447	EG0497	EG0520	EG0546	EG0605	EG0647	EG0660	EG0732	EG0744	EG0767	EG0778	EG0800	EG0831	EG0850	EG0883	EG0892	EG0927	EG0946	EG0967	EG1035	EG1041	EG1051	EG1069	EG1080	EG1178	EG1359	EG1394	EG1416	EG1431	EG1490	EG1507	EG1524	EG1572	EG1599	EG1637	EG1673	EG1724	EG1823	EG1825	EG1830	EG1872	EG1878	EG1892	EG1904	EG1905	EG1915	EG1939	EG1940	EG1976	EG1990	EG2018	EG2149	EG2186	EG2214	EG2279	EG2335	EG2391	EG2392	EG2419	EG2435	EG2490	EG2559	EG2580	EG2591	EG2608	EG2638	EG2659
EG0024	0.0	0.99625	0.980875	0.989775	0.9938	0.9846	0.99835	0.98675	0.99825	0.972325	0.952375	0.991475	0.87565	0.9971	0.94885	0.993825	0.929875	0.602825	0.981625	0.988475	0.992425	0.9957	0.9916	0.9988	0.856975	0.97875	0.97245	0.998825	0.9632	0.9954	0.996125	0.971925	0.99085	0.96495	0.978925	0.9792	0.9392	0.938175	0.9922	0.980525	0.995375	0.989125	0.98785	0.995525	0.994425	0.98735	0.997525	0.986025	0.983525	0.95965	0.95175	0.962225	0.956075	0.988825	0.9987	0.97495	0.9881	0.873125	0.997975	0.9944	0.98395	0.99875	0.996325	0.981375	0.99085	0.978575	0.629175	0.946775	0.99965	0.984975	0.9525	0.9823	0.98895	0.993525	0.9917	0.956725	0.997475	0.993475	0.986	0.9725	0.9765	0.9774	0.67805	0.995275	0.823775	0.9418	0.976625	0.828725	0.997675	0.991375	0.974075	0.8591	0.99525	0.997775
EG0031	0.99625	0.0	0.9917	0.99195	0.977475	0.996675	0.996575	0.99585	0.99695	0.995025	0.99375	0.9977	0.99505	0.993475	0.99655	0.996675	0.9947	0.99635	0.995175	0.9944	0.99345	0.998025	0.996675	0.998	0.994075	0.993775	0.9967	0.99665	0.99635	0.993775	0.998325	0.995825	0.995975	0.994175	0.996375	0.997025	0.987975	0.9982	0.998875	0.99775	0.979525	0.996525	0.98505	0.99915	0.9983	0.997075	0.997125	0.994	0.992925	0.998675	0.9961	0.99085	0.997875	0.99605	0.99795	0.99565	0.9983	0.9945	0.99375	0.69115	0.997625	0.99625	0.978725	0.99665	0.990775	0.9954	0.99895	0.9919	0.997925	0.995225	0.9956	0.99855	0.996375	0.9976	0.967325	0.9964	0.995025	0.995475	0.997375	0.997575	0.996875	0.998225	0.9961	0.997475	0.994475	0.99775	0.98615	0.998225	0.99565	0.9963	0.9955	0.997475	0.998425	0.996325
EG0039	0.980875	0.9917	0.0	0.9743	0.993975	0.8835	0.99355	0.84365	0.994375	0.8269	0.950275	0.958725	0.9474	0.97275	0.973025	0.993875	0.966125	0.973075	0.9828	0.844775	0.9688	0.99315	0.95965	0.994975	0.9861	0.8909	0.834575	0.998	0.902425	0.989275	0.997125	0.8273	0.948275	0.98605	0.966175	0.837125	0.95775	0.986625	0.917675	0.9469	0.995975	0.903275	0.95615	0.985475	0.8531	0.949325	0.99485	0.969525	0.963525	0.976075	0.957825	0.9493	0.895075	0.9679	0.996625	0.9125	0.992625	0.80415	0.992175	0.953125	0.9416	0.977225	0.9927	0.90225	0.92675	0.98895	0.99055	0.92775	0.883775	0.91735	0.69155	0.992975	0.97825	0.9941	0.987625	0.79135	0.99235	0.871375	0.9809	0.88885	0.7758	0.852075	0.981275	0.99645	0.98545	0.7957	0.89705	0.9738	0.8815	0.964375	0.924075	0.966375	0.99365	0.95685
EG0055	0.989775	0.99195	0.9743	0.0	0.97695	0.991375	0.9831	0.9689	0.988325	0.977375	0.981325	0.977525	0.977625	0.989525	0.991575	0.0458	0.974425	0.98905	0.9836	0.983575	0.967125	0.9909	0.995175	0.996425	0.990725	0.989275	0.985275	0.9961	0.988	0.984675	0.9976	0.98605	0.9941	0.97995	0.977375	0.98505	0.991725	0.9979	0.9924	0.98495	0.9791	0.979725	0.916475	0.99905	0.988575	0.9756	0.987975	0.989125	0.97085	0.994425	0.984525	0.9852	0.975775	0.99715	0.9913	0.9892	0.997775	0.990125	0.331925	0.9926	0.995775	0.986625	0.988	0.97165	0.9885	0.9843	0.99785	0.9897	0.998125	0.99445	0.99015	0.9883	0.98335	0.981675	0.9841	0.99115	0.05225	0.9775	0.991825	0.986475	0.9826	0.9824	0.9804	0.9936	0.97295	0.978825	0.98235	0.984925	0.983575	0.9823	0.981675	0.9955	0.994125	0.985875
EG0057	0.9938	0.977475	0.993975	0.97695	0.0	0.9958	0.9457	0.98305	0.9465	0.995	0.959525	0.954275	0.992825	0.99635	0.997275	0.9899	0.98915	0.992225	0.859425	0.987225	0.9583	0.997625	0.9594	0.9984	0.9931	0.995675	0.99405	0.9968	0.993025	0.952825	0.9976	0.987125	0.9964	0.997925	0.97105	0.996	0.997375	0.9979	0.998125	0.99795	0.86685	0.9962	0.983425	0.998975	0.926675	0.94975	0.9826	0.993625	0.986725	0.997925	0.998125	0.969425	0.982425	0.99815	0.954425	0.9932	0.99755	0.957775	0.999	0.958875	0.998475	0.961525	0.841575	0.980625	0.989675	0.976725	0.997575	0.993075	0.968825	0.997025	0.9955	0.985825	0.9092	0.904725	0.983575	0.995325	0.996725	0.9288	0.9956	0.996425	0.997275	0.99575	0.985025	0.995425	0.847275	0.99255	0.960875	0.9847	0.999175	0.995375	0.98185	0.996125	0.9957	0.998475
EG0070	0.9846	0.996675	0.8835	0.991375	0.9958	0.0	0.99505	0.9795	0.99555	0.7865	0.9798	0.9804	0.9588	0.99585	0.975125	0.997925	0.9652	0.9679	0.98755	0.8924	0.9952	0.9876	0.994225	0.99835	0.9876	0.885425	0.947575	0.998525	0.91435	0.9958	0.998425	0.853725	0.9838	0.993825	0.97	0.798375	0.9608	0.990575	0.588475	0.95755	0.996675	0.839175	0.9877	0.977175	0.967575	0.98665	0.9974	0.97305	0.9864	0.97995	0.99145	0.99025	0.9704	0.98955	0.997975	0.9629	0.99565	0.878325	0.9982	0.998125	0.898075	0.999	0.99635	0.95125	0.9926	0.991925	0.9903	0.93215	0.999	0.98695	0.8474	0.989925	0.9916	0.996925	0.992675	0.8942	0.996625	0.991175	0.968425	0.851775	0.70425	0.89115	0.99085	0.998175	0.988125	0.88735	0.985	0.9536	0.999325	0.984625	0.870925	0.988625	0.994625	0.99845
EG0088	0.99835	0.996575	0.99355	0.9831	0.9457	0.99505	0.0	0.9855	0.5687	0.9869	0.993775	0.6537	0.9933	0.98935	0.996925	0.99895	0.98635	0.99485	0.8025	0.9967	0.64585	0.9962	0.997775	0.9982	0.9985	0.994375	0.9877	0.998375	0.96635	0.659875	0.998375	0.953375	0.983925	0.998825	0.9647	0.993875	0.9963	0.99825	0.99765	0.9982	0.569175	0.993	0.995825	0.998675	0.98185	0.9116	0.97845	0.9072	0.9915	0.9987	0.998375	0.971475	0.99655	0.9983	0.6691	0.99635	0.9892	0.994025	0.9967	0.9828	0.9975	0.9991	0.8965	0.959775	0.995425	0.984125	0.99935	0.9834	0.999125	0.9981	0.993375	0.9404	0.976275	0.9923	0.8962	0.993075	0.99615	0.831425	0.998625	0.997075	0.99675	0.995825	0.982025	0.994525	0.72305	0.99735	0.99705	0.981875	0.99965	0.99935	0.940125	0.99115	0.999	0.99785
EG0101	0.98675	0.99585	0.84365	0.9689	0.98305	0.9795	0.9855	0.0	0.9971	0.943625	0.9755	0.757475	0.910075	0.8283	0.970775	0.9904	0.491675	0.9749	0.64185	0.96	0.923125	0.9953	0.996325	0.667425	0.65195	0.98795	0.689625	0.6675	0.976275	0.988075	0.9969	0.880025	0.971875	0.9959	0.89175	0.9785	0.99005	0.998525	0.99705	0.9255	0.9842	0.981625	0.975825	0.998275	0.717125	0.96655	0.98875	0.958825	0.582175	0.993825	0.581525	0.967875	0.79705	0.99565	0.997375	0.984925	0.98875	0.926075	0.99605	0.947925	0.99455	0.8431	0.993225	0.89575	0.93215	0.974725	0.9981	0.98115	0.737175	0.9839	0.7126	0.9768	0.975075	0.984175	0.965675	0.7609	0.996425	0.7141	0.6444	0.9783	0.905825	0.8321	0.973925	0.663	0.9782	0.95825	0.867525	0.94835	0.750725	0.65005	0.965975	0.984625	0.9906	0.915325
EG0118	0.99825	0.99695	0.994375	0.988325	0.9465	0.99555	0.5687	0.9971	0.0	0.996075	0.99635	0.46375	0.9949	0.997325	0.99655	0.9995	0.99955	0.9965	0.9985	0.99905	0.9945	0.99835	0.9982	0.999325	0.999425	0.997575	0.9992	0.999125	0.99715	0.662325	0.99995	0.9981	0.9958	0.999525	0.9952	0.996425	0.99805	0.998175	0.999175	0.99955	0.20195	0.99675	0.9952	0.9999	0.999675	0.917175	0.98505	0.99485	0.99425	0.99935	0.999125	0.999175	0.999325	0.99995	0.502775	0.99935	0.9987	0.996825	0.99935	0.9979	0.998775	0.9996	0.896675	0.998725	0.9978	0.9992	0.99915	0.996525	0.999325	0.99895	0.997625	0.997675	0.999725	0.992475	0.9989	0.996675	0.997325	0.8464	0.9973	0.9984	0.99855	0.999375	0.996625	0.9994	0.729025	0.997425	0.99765	0.9972	0.999825	0.999725	0.998725	0.998275	0.999325	0.999375
EG0136	0.972325	0.995025	0.8269	0.977375	0.995	0.7865	0.9869	0.943625	0.996075	0.0	0.953125	0.9568	0.875575	0.98695	0.9144	0.994375	0.94015	0.95245	0.964425	0.59175	0.952875	0.994425	0.976725	0.998175	0.979075	0.806525	0.91715	0.9972	0.79955	0.98595	0.99125	0.71745	0.966725	0.984925	0.943875	0.738625	0.905175	0.909975	0.79725	0.875525	0.996125	0.83855	0.984175	0.919725	0.933	0.9716	0.9905	0.969225	0.9548	0.936575	0.955825	0.885075	0.860075	0.992325	0.993575	0.87775	0.951725	0.73395	0.9937	0.979125	0.979325	0.967575	0.9943	0.85695	0.980275	0.97055	0.9784	0.845025	0.9898	0.970675	0.784825	0.971325	0.9085	0.99545	0.97055	0.859125	0.99445	0.968925	0.979325	0.86	0.738025	0.58225	0.94905	0.99235	0.9732	0.7643	0.962325	0.94325	0.959475	0.960825	0.844975	0.96865	0.989175	0.9652
EG0141	0.952375	0.99375	0.950275	0.981325	0.959525	0.9798	0.993775	0.9755	0.99635	0.953125	0.0	0.982425	0.92985	0.952425	0.9695	0.99795	0.93055	0.981025	0.981675	0.7998	0.979325	0.994925	0.671725	0.99375	0.955325	0.9739	0.947075	0.995125	0.982175	0.993725	0.997225	0.953525	0.88565	0.9746	0.954775	0.95885	0.948475	0.953325	0.983125	0.967325	0.96925	0.968925	0.937	0.98405	0.775975	0.9784	0.9946	0.972325	0.966675	0.97075	0.96715	0.921175	0.975425	0.99225	0.99805	0.95615	0.97935	0.90385	0.994125	0.952675	0.9862	0.9436	0.966975	0.934975	0.971475	0.976075	0.983125	0.878875	0.9682	0.977675	0.928975	0.99135	0.95955	0.7841	0.7557	0.9371	0.996725	0.7525	0.98115	0.96955	0.9101	0.9576	0.95145	0.99185	0.9759	0.972625	0.805275	0.9422	0.986625	0.9121	0.96095	0.745475	0.99365	0.939375
EG0175	0.991475	0.9977	0.958725	0.977525	0.954275	0.9804	0.6537	0.757475	0.46375	0.9568	0.982425	0.0	0.90855	0.9972	0.9961	0.998725	0.84605	0.98035	0.9789	0.987575	0.9453	0.995225	0.996425	0.997975	0.98845	0.9915	0.961525	0.99875	0.991475	0.6121	0.998825	0.974625	0.979875	0.998075	0.9103	0.978375	0.99645	0.992975	0.9975	0.9253	0.4647	0.986775	0.990775	0.9987	0.999075	0.891075	0.987025	0.962825	0.92395	0.9948	0.9047	0.91	0.8367	0.99925	0.410925	0.98255	0.99845	0.99155	0.999225	0.999475	0.998225	0.84395	0.87485	0.916175	0.996	0.99705	0.998725	0.9964	0.99925	0.994275	0.9917	0.984475	0.993125	0.99345	0.996125	0.9817	0.997325	0.871875	0.97575	0.97925	0.94005	0.841225	0.992125	0.998875	0.7275	0.968375	0.99335	0.969525	0.8488	0.843175	0.9851	0.993225	0.995475	0.91655
EG0194	0.87565	0.99505	0.9474	0.977625	0.992825	0.9588	0.9933	0.910075	0.9949	0.875575	0.92985	0.90855	0.0	0.981525	0.867025	0.9968	0.92935	0.90635	0.9702	0.981825	0.976725	0.9933	0.98565	0.99765	0.9416	0.89	0.908425	0.997425	0.796925	0.979325	0.995425	0.87065	0.981575	0.9705	0.89735	0.9504	0.557	0.83025	0.970125	0.892875	0.994775	0.95645	0.973025	0.88365	0.992725	0.96675	0.99345	0.96555	0.972	0.93515	0.926725	0.585075	0.803175	0.996925	0.9964	0.841975	0.991875	0.85045	0.9975	0.97945	0.991425	0.984925	0.9924	0.78925	0.986725	0.9874	0.959575	0.796725	0.995475	0.98415	0.935275	0.99245	0.36445	0.99385	0.97725	0.9179	0.99565	0.98105	0.965675	0.8669	0.897275	0.8777	0.868575	0.99495	0.899875	0.564125	0.977025	0.8406	0.98545	0.9698	0.936375	0.915225	0.986075	0.9833
EG0196	0.9971	0.993475	0.97275	0.989525	0.99635	0.99585	0.98935	0.8283	0.997325	0.98695	0.952425	0.9972	0.981525	0.0	0.970075	0.9946	0.82855	0.994675	0.825725	0.944825	0.985325	0.9976	0.95875	0.834075	0.83675	0.99155	0.983825	0.836025	0.984825	0.60285	0.998025	0.906225	0.986175	0.990825	0.988975	0.990775	0.961275	0.997575	0.9983	0.9979	0.998275	0.993675	0.957075	0.998425	0.991075	0.993825	0.992375	0.98595	0.83255	0.997875	0.83095	0.990225	0.996	0.996025	0.998425	0.9951	0.991025	0.989175	0.99255	0.833775	0.9969	0.9987	0.997125	0.9575	0.9825	0.9896	0.998725	0.95765	0.99755	0.988675	0.965975	0.991475	0.988175	0.998375	0.975275	0.934	0.99305	0.9868	0.8368	0.9968	0.9947	0.995875	0.98655	0.832575	0.99155	0.997275	0.908425	0.9905	0.9962	0.835	0.9902	0.9517	0.99825	0.95825
EG0236	0.94885	0.99655	0.973025	0.991575	0.997275	0.975125	0.996925	0.970775	0.99655	0.9144	0.9695	0.9961	0.867025	0.970075	0.0	0.998925	0.9549	0.906375	0.96	0.9772	0.9919	0.99475	0.989475	0.97275	0.92605	0.8903	0.945825	0.971775	0.883925	0.9961	0.8537	0.890975	0.98245	0.9648	0.9762	0.925575	0.86955	0.912125	0.971925	0.898975	0.999225	0.97715	0.977	0.774075	0.99775	0.92725	0.99895	0.987475	0.968075	0.945875	0.926575	0.90585	0.880475	0.9797	0.9993	0.886375	0.99545	0.872125	0.999175	0.93115	0.979175	0.999675	0.995525	0.9135	0.985475	0.988075	0.9668	0.8766	0.9985	0.990375	0.933425	0.992575	0.908425	0.997175	0.958	0.906475	0.997975	0.9852	0.967675	0.8961	0.9006	0.906525	0.950475	0.9722	0.951475	0.882275	0.958375	0.896075	0.9996	0.94425	0.95625	0.93455	0.962925	0.9977
EG0256	0.993825	0.996675	0.993875	0.0458	0.9899	0.997925	0.99895	0.9904	0.9995	0.994375	0.99795	0.998725	0.9968	0.9946	0.998925	0.0	0.989825	0.9948	0.9885	0.997625	0.989175	0.99815	0.9978	0.99905	0.994375	0.9968	0.9959	0.999125	0.9945	0.993725	0.997275	0.991925	0.998625	0.981875	0.990075	0.997925	0.9989	0.999275	0.999275	0.998675	0.9906	0.997975	0.925775	0.999825	0.9904	0.99615	0.997925	0.9948	0.992075	0.9996	0.999675	0.990625	0.990625	0.9997	0.99915	0.995925	0.9995	0.994825	0.331025	0.99555	0.998825	0.999725	0.997075	0.990525	0.9969	0.990725	0.99895	0.995025	0.9997	0.99905	0.997675	0.99085	0.98695	0.990575	0.98915	0.9968	0.018375	0.989725	0.9959	0.99875	0.998775	0.996125	0.98995	0.9962	0.9891	0.9948	0.993225	0.990575	0.996525	0.997475	0.990125	0.997725	0.996525	0.999375
EG0280	0.929875	0.9947	0.966125	0.974425	0.98915	0.9652	0.98635	0.491675	0.99955	0.94015	0.93055	0.84605	0.92935	0.82855	0.9549	0.989825	0.0	0.98225	0.586475	0.974925	0.926725	0.997025	0.995625	0.6269	0.541175	0.982125	0.96065	0.62635	0.97675	0.989175	0.996975	0.881875	0.977925	0.94205	0.953025	0.977825	0.966075	0.9105	0.97475	0.9263	0.99035	0.9741	0.978475	0.99705	0.961575	0.97535	0.99135	0.9802	0.5443	0.944475	0.5605	0.905375	0.796125	0.9397	0.999225	0.971925	0.975925	0.968725	0.994375	0.984275	0.98195	0.72285	0.9955	0.91655	0.984075	0.918325	0.988025	0.9228	0.998225	0.930175	0.9545	0.930525	0.9549	0.989325	0.953625	0.911	0.9976	0.966775	0.627375	0.98255	0.9364	0.706625	0.86215	0.62285	0.930675	0.963025	0.892875	0.884675	0.729225	0.504075	0.960975	0.982575	0.993975	0.9062
EG0282	0.602825	0.99635	0.973075	0.98905	0.992225	0.9679	0.99485	0.9749	0.9965	0.95245	0.981025	0.98035	0.90635	0.994675	0.906375	0.9948	0.98225	0.0	0.96195	0.977725	0.987825	0.99285	0.9918	0.99745	0.983325	0.981025	0.947075	0.997825	0.917275	0.993875	0.996825	0.951275	0.982375	0.914775	0.962775	0.955	0.94715	0.9927	0.978525	0.969025	0.993975	0.977325	0.958775	0.994075	0.968225	0.977625	0.99435	0.9628	0.9612	0.979375	0.94865	0.9863	0.953225	0.9162	0.9981	0.975275	0.964075	0.8513	0.996925	0.9941	0.9751	0.99845	0.99365	0.93765	0.96005	0.935125	0.97475	0.94215	0.9937	0.96465	0.96095	0.9815	0.956975	0.991775	0.98765	0.88615	0.9969	0.99075	0.969325	0.9661	0.9685	0.985575	0.785925	0.9923	0.834325	0.92025	0.966625	0.859	0.998625	0.9595	0.9282	0.857425	0.9952	0.997125
EG0294	0.981625	0.995175	0.9828	0.9836	0.859425	0.98755	0.8025	0.64185	0.9985	0.964425	0.981675	0.9789	0.9702	0.825725	0.96	0.9885	0.586475	0.96195	0.0	0.9816	0.76845	0.995075	0.996375	0.49375	0.621425	0.983975	0.963825	0.492175	0.95125	0.98805	0.9965	0.8407	0.973075	0.9908	0.91425	0.98075	0.985	0.96845	0.981225	0.97885	0.9818	0.98105	0.973875	0.993925	0.93105	0.97695	0.990975	0.8997	0.477275	0.98175	0.652875	0.933575	0.974625	0.9945	0.99875	0.980125	0.979375	0.97485	0.994675	0.97935	0.989925	0.99875	0.994675	0.932	0.9853	0.9385	0.98415	0.9538	0.9948	0.975275	0.965825	0.91235	0.857975	0.947175	0.8596	0.910225	0.996	0.9548	0.483275	0.987675	0.97535	0.97815	0.950075	0.48625	0.8774	0.983025	0.895625	0.94435	0.997975	0.79785	0.903475	0.9786	0.993875	0.996875
EG0303	0.988475	0.9944	0.844775	0.983575	0.987225	0.8924	0.9967	0.96	0.99905	0.59175	0.7998	0.987575	0.981825	0.944825	0.9772	0.997625	0.974925	0.977725	0.9816	0.0	0.983825	0.989275	0.905075	0.9837	0.9838	0.95015	0.95995	0.98495	0.9053	0.995875	0.9945	0.830525	0.99115	0.9899	0.9829	0.80395	0.977625	0.98945	0.916475	0.98275	0.98885	0.917325	0.960175	0.9951	0.92965	0.985125	0.99815	0.9676	0.95875	0.987525	0.964275	0.98535	0.969	0.9962	0.997925	0.985675	0.9975	0.7895	0.9698	0.9729	0.9879	0.979075	0.98765	0.93915	0.954475	0.9814	0.99185	0.93585	0.9744	0.96555	0.790975	0.998425	0.9943	0.988675	0.98325	0.9112	0.99715	0.982125	0.962575	0.931275	0.822775	0.690825	0.988775	0.985775	0.989225	0.8653	0.941825	0.984675	0.9615	0.975175	0.958575	0.829875	0.994225	0.945875
EG0313	0.992425	0.99345	0.9688	0.967125	0.9583	0.9952	0.64585	0.923125	0.9945	0.952875	0.979325	0.9453	0.976725	0.985325	0.9919	0.989175	0.926725	0.987825	0.76845	0.983825	0.0	0.996375	0.99485	0.99585	0.9903	0.986775	0.982775	0.9951	0.9606	0.9825	0.996725	0.9442	0.986975	0.995325	0.929425	0.990125	0.9894	0.9977	0.99705	0.9487	0.977925	0.983475	0.986325	0.998	0.9467	0.97165	0.9879	0.908425	0.932925	0.994175	0.9478	0.9467	0.9173	0.995775	0.9954	0.986575	0.9852	0.9889	0.99555	0.975975	0.9938	0.95005	0.988125	0.895375	0.97945	0.961325	0.99785	0.979275	0.997625	0.993875	0.988625	0.930375	0.936325	0.960425	0.882375	0.98855	0.99505	0.962825	0.992675	0.986725	0.9541	0.944525	0.96685	0.984775	0.9534	0.9742	0.991575	0.96695	0.95075	0.945225	0.920025	0.988575	0.993325	0.950325
EG0341	0.9957	0.998025	0.99315	0.9909	0.997625	0.9876	0.9962	0.9953	0.99835	0.994425	0.994925	0.995225	0.9933	0.9976	0.99475	0.99815	0.997025	0.99285	0.995075	0.989275	0.996375	0.0	0.991475	0.9979	0.997925	0.996225	0.985575	0.998725	0.972825	0.99715	0.99645	0.9953	0.9965	0.99815	0.99545	0.6715	0.995825	0.99905	0.98915	0.9971	0.9987	0.9032	0.993875	0.99895	0.998	0.994675	0.998525	0.987775	0.994825	0.998075	0.99755	0.9977	0.997825	0.999175	0.99885	0.99775	0.9988	0.995325	0.9926	0.999325	0.99715	0.999425	0.998325	0.995175	0.99575	0.996625	0.997975	0.9928	0.999175	0.995775	0.990875	0.99025	0.997425	0.998425	0.997875	0.99485	0.9978	0.998075	0.987725	0.9959	0.99555	0.99695	0.995375	0.9985	0.990325	0.9957	0.8441	0.9947	0.999225	0.996125	0.9866	0.99455	0.998375	0.998425
