id,(Intercept),Stool_Consistencyliquid,Stool_Consistencysemi-formed
1CMET2-PWY,3.0563324465179376,0.057882695169266474,0.05580456909649853
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,-4.345732394694599,-0.22443092740423387,0.013954076913587021
AEROBACTINSYN-PWY,-4.341608010190617,-0.6716530665261817,-0.3160637265836599
ALL-CHORISMATE-PWY,-2.287278748537367,-0.5169098458622181,-0.5104863025218138
ANAEROFRUCAT-PWY,3.353831042479885,-0.1222142440828845,-0.020891078667415186
ANAGLYCOLYSIS-PWY,3.6392882830042774,0.02093040135015367,0.10174658594891109
ARG+POLYAMINE-SYN,0.515930121031654,-0.3296017298654099,-0.4582337027025227
ARGDEG-PWY,-3.0092723832020134,-0.6325764959414806,-0.5318108457935202
ARGORNPROST-PWY,1.938748620917047,-0.48355571392029106,-0.14959723856749707
ARGSYN-PWY,2.856945723425082,0.10017559120150554,-0.1298219156334694
ARGSYNBSUB-PWY,2.8423531736838887,0.1901587855398778,-0.13485984225046999
ARO-PWY,3.282267626817304,0.0020305457340894506,-0.062021894721654924
ASPASN-PWY,2.2467733849743476,0.14412886435129835,0.1883688426106635
AST-PWY,-3.317636286949509,-0.8248202224973462,-0.5296451065527924
BIOTIN-BIOSYNTHESIS-PWY,-1.3960419292834247,-0.4594182363047248,-0.004044405629273273
BRANCHED-CHAIN-AA-SYN-PWY,3.1203318586914515,0.16584766853167088,-0.024892368646834084
CALVIN-PWY,3.552823500701632,0.04875074093278742,0.05356004832315897
CATECHOL-ORTHO-CLEAVAGE-PWY,-5.61351871790274,1.5393369449464283,0.7187954928235757
CENTFERM-PWY,-1.4978892339900387,0.37327705195909255,0.030741132377871877
COA-PWY,3.322585014199391,0.017726651205621557,0.13440671656397146
COBALSYN-PWY,1.7205311978675715,0.5394459337356587,0.5468030506299429
CODH-PWY,-6.616202440136029,1.1137780735906981,0.8857334770529609
COLANSYN-PWY,0.16965832324567476,-0.6492459737404173,-0.41904093500821804
COMPLETE-ARO-PWY,3.3206108704137796,0.009127170861795708,-0.05815072618648248
DAPLYSINESYN-PWY,2.7246368975494173,0.24812954244692587,-0.07959675717955189
DENOVOPURINE2-PWY,3.106438699539498,-0.24039954462874713,-0.08581235921671282
DTDPRHAMSYN-PWY,2.885001603969118,0.4614961471665966,0.4092429781266763
ECASYN-PWY,-2.8847265882884257,-0.8448583659046665,-0.6857107746040393
ENTBACSYN-PWY,-1.9183023566376658,-0.5150848702202191,-0.5460887463275227
FAO-PWY,-0.6997811500206703,0.1319064118689801,-0.4901593258134751
FASYN-ELONG-PWY,2.638636099324807,-0.8436346584237346,-0.18697571303558375
FASYN-INITIAL-PWY,-1.3537533372803043,-0.7726957357550523,-0.22259981477461
FERMENTATION-PWY,2.341720835242673,-0.2598131453807907,-0.06179984257415011
FOLSYN-PWY,2.8931061221657304,-0.21279669159029702,-0.14225936968347647
FUC-RHAMCAT-PWY,0.5120969003207252,0.4515636758282238,0.176588352646955
FUCCAT-PWY,0.4513675695528123,0.7321270257234102,0.43889680763435457
GALACT-GLUCUROCAT-PWY,1.7757738063683517,0.3138662408898074,0.12428009418385089
GALACTARDEG-PWY,-1.5766374949870112,-0.11695153226740129,-0.8627641537458365
GALACTUROCAT-PWY,1.8735811024579752,0.32516589917978295,0.28879491039547484
GALLATE-DEGRADATION-I-PWY,-5.869975810751073,1.373651474786699,0.19772333375297135
GALLATE-DEGRADATION-II-PWY,-5.8937150537408005,1.3953920393422876,0.10188881724200227
GLCMANNANAUT-PWY,2.1121857268658113,0.1509828919749514,0.07632061759629377
GLUCARDEG-PWY,-1.2313380291569818,-0.055783083721426374,-0.6114086898869525
GLUCARGALACTSUPER-PWY,-1.5766374949870112,-0.11695153226740129,-0.8627641537458365
GLUCONEO-PWY,2.8465424990209973,-0.40515617524637415,-0.2787615288946015
GLUCOSE1PMETAB-PWY,-2.062307028604069,-1.2421673361567767,-0.8988601118041056
GLUCUROCAT-PWY,2.1658267045524076,0.3075267796404507,0.034900010949986654
GLUTORN-PWY,2.5831840420429772,0.23546282565797372,0.007328909848441922
GLYCOCAT-PWY,2.789206332162615,0.18003487175677707,0.13753058253846137
GLYCOGENSYNTH-PWY,2.8992900006512032,0.3067291974578646,-0.08341126023897505
GLYCOL-GLYOXDEG-PWY,-2.3435965862197135,0.15258446320011143,0.20571712528497188
GLYCOLYSIS,3.4202704201673724,-0.10531572136757739,0.03398752762966076
GLYCOLYSIS-E-D,1.4333371463032227,-0.10519076006364514,-0.42389716700497515
GLYCOLYSIS-TCA-GLYOX-BYPASS,-0.32854436837287704,-0.09288845809424429,-0.6309096027040676
GLYOXYLATE-BYPASS,-1.0911866770463536,0.03710046495518915,-0.4048766136563078
GOLPDLCAT-PWY,-1.9105518131348749,0.6839715392570069,0.19719263431228834
HCAMHPDEG-PWY,-4.224090958624673,1.104084733676555,0.30472060913758076
HEME-BIOSYNTHESIS-II,0.6566557402459265,-0.2301026464377568,-0.5257327798632544
HEMESYN2-PWY,1.811869543161845,-0.026148311235138166,-0.3309444677608051
HEXITOLDEGSUPER-PWY,1.9821458173846915,-0.28938470794573834,-0.3226902712715042
HISDEG-PWY,0.9577821247822387,-0.387846125622725,-0.4384926024488627
HISTSYN-PWY,2.9513422246837306,0.14659298311039748,-0.005876223997550223
HOMOSER-METSYN-PWY,2.291567745536029,0.028768673941833245,-0.2954856228655781
HSERMETANA-PWY,1.8305031037501243,-0.015363031614254674,0.05287983221197928
ILEUSYN-PWY,3.2338252108792984,0.15609804993660625,-0.02029530116027084
KDO-NAGLIPASYN-PWY,-2.5892708717534596,-0.6099041741169926,-0.7131817322537014
KETOGLUCONMET-PWY,-4.014537172739338,-0.21931441649809202,-0.056179646895171464
LACTOSECAT-PWY,1.562910675553975,0.0857760026303438,-0.06287985704052335
LEU-DEG2-PWY,-4.8916431354034104,1.853859115215716,1.102657786765319
LPSSYN-PWY,-6.587878566434384,0.29725213956726654,-0.08911037714835512
MET-SAM-PWY,2.5575957563328826,0.0655496699470679,-0.2354096893088966
METH-ACETATE-PWY,0.7067609612391843,0.01328910541828543,0.17111354478963228
METHGLYUT-PWY,-4.831093287817045,-0.39279546972135204,0.11046532127685252
METHYLGALLATE-DEGRADATION-PWY,-5.7873222788555445,1.3939576328930312,0.19626342788996512
NAD-BIOSYNTHESIS-II,-0.913938769606153,-0.674398936173713,-0.48885725769272437
NAGLIPASYN-PWY,-0.34974368075666096,-0.46139265636744464,-0.3277703069412564
NONMEVIPP-PWY,2.24373547444766,0.20624178422862222,0.24835340230970637
NONOXIPENT-PWY,3.7405773136380303,0.1270216091445937,0.06304819231734088
OANTIGEN-PWY,2.7983745992811846,0.3477111092353066,0.23051270867929774
ORNARGDEG-PWY,-3.0092723832020134,-0.6325764959414806,-0.5318108457935202
ORNDEG-PWY,-3.1889990555207604,-0.5750939587178654,-0.4930066966525162
P101-PWY,-4.0431367548615205,2.123171615329676,1.2397360150654575
P105-PWY,-0.5318026171024703,0.192769622471341,-0.5413354830969976
P108-PWY,-0.22082690784358405,0.4489063512619258,0.3506887997732725
P122-PWY,1.9121897904642067,-0.4163705907903217,-0.2597480603885921
P124-PWY,2.217095534292908,-0.4408782589802498,-0.274210877923857
P125-PWY,0.4726971103659876,0.1837061189230338,-0.04767474532889027
P161-PWY,3.60562016119341,-0.06920813901810996,-0.015408880562060023
P162-PWY,-3.3471353029124504,2.1044935502658775,0.6060540324412871
P163-PWY,-4.272299904937176,0.7321341343468529,-0.22798408624572108
P164-PWY,1.898725494727599,0.21527791525465617,-0.013615713613802982
P184-PWY,-6.394862776847573,1.9209036051616812,0.7817379902881635
P221-PWY,-5.069372154344265,1.5609928013802368,1.6140640128315922
P23-PWY,0.16022376874161637,0.12495780019449476,-0.3568409924394359
P261-PWY,-6.61054674513416,1.0599249240866853,0.4604369436855932
P281-PWY,-6.264184286091611,0.7310465491854575,0.37704943625389226
P341-PWY,-5.458187974883655,0.6664192599195419,0.4724304720368603
P381-PWY,-5.279956914610191,1.6606828227822734,1.3284947863677448
P4-PWY,2.2194770628775595,0.10124410725213517,-0.1472661916080389
P42-PWY,1.7253584415789804,-0.5523131683856475,-0.2754074110023673
P441-PWY,1.6444006422091553,0.08586810271390044,-0.27060743449470315
P461-PWY,1.6744264598320084,-0.492059866812786,-0.17797984863886773
P562-PWY,-0.024842845237282418,0.3241629705878035,-0.2292060656294443
PANTO-PWY,2.33317541055895,-0.12207997277354343,0.18337143937026412
PANTOSYN-PWY,2.4576161404086383,-0.13802491200858824,0.1839624927350779
PENTOSE-P-PWY,2.684442636166346,-0.24606503804991742,-0.03519728477338274
PEPTIDOGLYCANSYN-PWY,3.4413816760197564,0.0213528783182656,0.10386384816924771
PHOSLIPSYN-PWY,3.573462966292122,0.04880121608128807,0.08570159809538086
POLYAMINSYN3-PWY,-1.6970763962002335,0.8062863674612478,0.3829525404793932
POLYAMSYN-PWY,0.11322597072947982,-0.3928623877323598,-0.47340367042472964
POLYISOPRENSYN-PWY,2.976048825560709,-0.18139638983627882,0.08972966438666405
PPGPPMET-PWY,-2.5783388416315054,-0.22773751812011467,-0.7695943134112629
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,-3.142337656828892,0.980938890485052,0.13771371713706074
PRPP-PWY,1.0152590488168647,-0.21643274525117195,-0.5808701232258222
PWY-1269,-0.2039790813690674,-0.3327041126205922,-0.23704714509734348
PWY-1861,1.9779067686890022,-0.31338574918850637,-0.2527629980662571
PWY-2941,2.367288376391879,0.073622709809951,-0.016880652476915115
PWY-2942,3.535023560087658,0.06368505893406773,0.05416199310631345
PWY-3001,3.1373885276248137,0.10625009407816055,-0.06341332087238766
PWY-3781,-2.3838008096377967,1.8401038738207265,1.1543495993214332
PWY-4722,-5.953224423464116,0.6789047450111108,0.3201655719390272
PWY-4984,0.08014842695884905,-0.05068341841289825,-0.30605033143669835
PWY-5005,-0.629253327095566,-0.08089504986847951,0.14766929051503586
PWY-5022,0.3936270918574527,0.32897448652136807,0.17199550901754074
PWY-5028,-6.189362681618657,-0.2344939198290057,-0.2883050097626202
PWY-5097,3.194709353054166,0.24010333411544793,0.21484402360874955
PWY-5100,3.5552966576691576,0.03393738913425215,0.14546775338521928
PWY-5101,3.2617252080081736,0.16922066972163885,-0.004489981975611068
PWY-5103,3.065046489086394,0.18645496631259556,-0.01209063094868329
PWY-5104,2.7215446259520713,0.29112925593414485,0.22991185177108633
PWY-5121,2.3347202271731122,0.20508123192633387,0.25722183070054366
PWY-5154,1.3275160205207017,-0.39632874703415966,-0.3137020246241419
PWY-5177,-2.8330441016579453,1.1589771185841085,0.4473437970643559
PWY-5178,-6.092437635512653,1.8939642122468554,0.48260511097422654
PWY-5180,-1.904409362211303,2.1413764991363107,0.6317371886328741
PWY-5181,-6.1742978843149805,0.6429690847001154,0.20226067257631444
PWY-5182,-1.904409362211303,2.1413764991363107,0.6317371886328741
PWY-5188,2.220595616631745,-0.39589921951215246,-0.2507426752222599
PWY-5189,2.2304823907519227,-0.39640435439825383,-0.3143168400652895
PWY-5265,0.1942865400547804,-0.2796379933297912,0.2692991500058705
PWY-5266,-6.795635117431943,2.3993059192532287,1.352519341368002
PWY-5273,-6.795635117431943,2.3993059192532287,1.352519341368002
PWY-5304,-0.2999713606219121,0.1635117969129951,0.52675168159359
PWY-5345,0.4513224215534395,-0.35882596837018155,-0.15785989653659344
PWY-5347,2.3118818977474502,0.06325355666961341,-0.06001243209822027
PWY-5384,1.8200605358796276,-0.23058963512492625,-0.09546366856362137
PWY-5415,-2.8257047283062935,1.2628215050049572,0.5580314485237481
PWY-5417,-6.420626416602798,1.3857244399020878,0.9670845584585628
PWY-5419,-6.338880166124279,1.9467065291913823,0.7710873413046926
PWY-5420,-6.23442223950077,2.0066491461511196,0.815410336234483
PWY-5431,-6.420626416602798,1.3857244399020878,0.9670845584585628
PWY-5484,3.3160774240413273,-0.1713661834127862,0.021934821196215037
PWY-5505,1.681475099676665,0.7693379429771172,0.16328317907111822
PWY-5507,-4.601313182511772,1.8252033394268035,1.828173687254135
PWY-5509,1.5165322759014002,0.5823934496832771,0.6342447631840629
PWY-5532,-7.290761010664024,1.1186939575279173,0.7406209984193943
PWY-5659,1.4082462485479672,0.04870720687697394,0.13910613828818114
PWY-5667,3.618326365281786,0.05496656111912457,0.09928007775733363
PWY-5676,-1.9749386371484885,1.0871015860551079,0.020775924380216554
PWY-5677,-3.1799449149793535,1.2716685645544743,0.30940269727095115
PWY-5686,3.538960512420684,0.05701372406843863,0.12623550378246506
PWY-5695,2.6163281256255226,-0.049719935685518135,0.07793859370717071
PWY-5705,-1.4718399165624003,0.6057229858619618,0.4979132465146985
PWY-5747,-4.250074339659183,-0.17457658613083038,-0.10977299184075068
PWY-5837,0.6750099591950649,-0.7143568755965508,-0.6445819235489997
PWY-5838,0.2854751161426572,-0.3176242757031632,-0.36346728330887423
PWY-5840,1.0868822167427927,-0.5509059714136801,-0.5232743373199704
PWY-5845,-2.1526672868585717,-0.5249597751379627,-0.5708887767592553
PWY-5850,-2.1526672868585717,-0.5249597751379627,-0.5708887767592553
PWY-5855,-2.6914018533929944,0.1460803266099443,0.331039460922242
PWY-5856,-2.6914018533929944,0.1460803266099443,0.331039460922242
PWY-5857,-2.6914018533929944,0.1460803266099443,0.331039460922242
PWY-5860,-2.3605957447749635,-0.5779524821848292,-0.5809942783522933
PWY-5861,0.1110936922479775,-0.38909295825754997,-0.44146162027758096
PWY-5862,-2.3605957447749635,-0.5779524821848292,-0.5809942783522933
PWY-5863,0.7626320414944407,-0.6943680549665285,-0.630905361411469
PWY-5896,-2.1526672868585717,-0.5249597751379627,-0.5708887767592553
PWY-5897,1.0349828637327834,-0.5673994774540365,-0.532844660514017
PWY-5898,1.0349828637327834,-0.5673994774540365,-0.532844660514017
PWY-5899,1.0349828637327834,-0.5673994774540365,-0.532844660514017
PWY-5910,2.105768138848327,0.0445681186426401,-0.04707119763714113
PWY-5913,1.6698623641454153,-0.18274193250777981,0.12758460142215403
PWY-5918,0.654492753282967,0.09922714109379394,-0.19404586958366404
PWY-5920,-3.43008656507525,0.005135909174855402,0.21149425236407784
PWY-5971,-0.9402728848143536,-0.6472271609765641,-0.23514196479356975
PWY-5973,3.533365888480593,-0.015055476853162442,0.03230361129540804
PWY-5989,-1.2705308779740516,-0.7256843991893127,-0.18901104843631766
PWY-6071,-3.285591752176673,-0.6743632421422476,-0.35703369609647084
PWY-6107,-6.831555352890524,1.1336763668403629,0.41785688729601556
PWY-6121,3.4527458314925967,0.02105456858495669,0.07756147128926391
PWY-6122,3.4624998602502712,0.029484327055968595,0.08608497435421461
PWY-6123,3.3537499728930777,0.0452752095298008,0.0792631436811091
PWY-6125,2.9842981916527807,-0.33070330196195585,-0.1210490061596598
PWY-6126,3.589724170332187,-0.005666077017338678,0.09824988485319361
PWY-6147,2.6176058164308182,-0.3177408065903199,-0.16525964098264584
PWY-6151,3.3281808889062416,0.10332730066150608,0.15762438087921826
PWY-6163,3.2600613987281717,-0.004401731032623535,-0.013068687952070335
PWY-6182,-6.3934901559942166,1.408632391047518,0.9857085002443385
PWY-6185,-7.14949136746362,1.127162956442744,0.7800687427874237
PWY-621,3.488456364552314,0.19922998267583575,0.1789535514134732
PWY-6263,-4.111735697810673,1.0928309748129021,0.8953271220840494
PWY-6269,1.5149736905048874,0.5899433857653752,0.645720087780645
PWY-6277,3.4624998602502712,0.029484327055968595,0.08608497435421461
PWY-6282,-1.229567693257641,-0.7491690300923814,-0.20183824052806654
PWY-6317,3.2225188801678053,0.28286968005402024,0.12204086432722666
PWY-6353,1.540575374788335,0.083467403977314,-0.003167017996053234
PWY-6383,-4.043392154174579,2.1520025142386725,1.2530687262694753
PWY-6385,3.2690079925236644,0.15378990806936899,0.2229484561443028
PWY-6386,3.343739874957241,0.02767211828525018,0.08897416483323517
PWY-6387,3.453426050433001,0.017551071533895124,0.10037848318500289
PWY-6396,0.28115931119231785,0.10388460600843286,-0.11344926947149858
PWY-6397,-6.847362558272491,1.3302012073454685,1.053983454528491
PWY-6467,-0.4093741907340025,-0.5510586082640927,-0.32951818724604476
PWY-6470,1.8004370054002417,-0.039095031369078215,-0.1524998953228484
PWY-6471,2.6833715225234576,0.23044238781259296,0.07691474134568244
PWY-6478,-1.9954348762376846,1.8856537237872901,1.403106889175048
PWY-6507,1.9463649239036984,0.36753617559304674,0.2804033740254597
PWY-6519,-1.4988749569170423,-0.5148201806032733,-0.033787222624434454
PWY-6545,0.5390689828945598,0.6303956871552029,0.4163999091094944
PWY-6562,-2.861430435196131,0.9658512272197204,0.418705284898573
PWY-6572,-5.215331628406565,0.2468566155452775,0.4504032217584451
PWY-6588,0.5410585203303215,0.6073880672149544,0.21309430916070438
PWY-6590,-1.2829506279486944,0.36029740509213387,0.026107917999612706
PWY-6608,2.078541614382668,0.11347665165376575,-0.07617895874389691
PWY-6609,3.496368596225323,0.04636381463014383,0.03574618878973085
PWY-6612,2.774323048196048,-0.2557707902654305,-0.17494837852326683
PWY-6628,1.5916511633947463,-0.2148979635626015,-0.26652507700698136
PWY-6629,-3.479204102070568,0.25679738404369573,-0.28343790247028366
PWY-6630,1.5703987014296734,-0.19472788301829613,-0.24708621625045724
PWY-6690,-4.224090958624673,1.104084733676555,0.30472060913758076
PWY-6700,2.64506689669133,-0.37060608667967254,-0.10762553061034164
PWY-6703,1.6922786773336744,-0.23953793291256165,-0.052835813004946997
PWY-6708,-2.6914018533929944,0.1460803266099443,0.331039460922242
PWY-6728,-4.852394214550525,1.3973233573036992,1.3282410681754642
PWY-6737,2.759082174047193,0.215149123120632,0.1714344627067769
PWY-6749,-3.3889690927949774,1.7059673139604732,1.16539324938112
PWY-6876,-3.969819114697656,0.5766893801932856,-0.6850606527323424
PWY-6891,1.5023700219291731,-0.5975425755877113,-0.22508688554142647
PWY-6892,2.0171805850316327,-0.22282808131101683,0.07247239743248479
PWY-6895,0.8548161317490068,-0.4306500609376134,-0.34280394512365286
PWY-6897,3.0383164330425343,-0.17403974454980908,-0.1347345331034902
PWY-6901,1.8576872257698094,-0.1533795654123038,-0.13030795628940944
PWY-6906,-7.037877423535018,0.4155190440341696,-0.1714926045203482
PWY-6969,1.6853471367864712,-0.7010769441855826,-0.4449279800407999
PWY-7003,-1.6886076534472494e-4,0.5823886961501827,0.049138451470822714
PWY-7007,-4.401734192184309,1.6802669816607736,0.8424148116020966
PWY-7013,0.12760250692631736,0.7258859876488909,0.38107937944570874
PWY-7031,-7.356366503926284,0.7013764754603935,0.33178141997998156
PWY-7090,-7.398132972253792,0.6186280174373298,0.4337026538998585
PWY-7094,-3.2128999563310314,1.9490035858964252,1.1268327278543753
PWY-7111,3.4667862841090438,0.23381387772413786,-0.003528469441205495
PWY-7184,2.7355805312890142,-0.3855613844352237,-0.19300939198602102
PWY-7187,2.863776300696,-0.2646383977660748,-0.06729516882015618
PWY-7196,2.9067595615299906,-0.31309078315950745,-0.10465366472172605
PWY-7197,2.63867582437378,-0.4142018681115638,-0.14356382528274403
PWY-7198,-1.0956748889581558,0.47973647373562556,0.37376441461264237
PWY-7199,3.157014298001653,-0.13010427677286962,-0.0809791668944424
PWY-7200,2.747142128562669,-0.34245641668463356,-0.21370143158535682
PWY-7208,3.554032240373421,0.07899774243435775,0.17063899577835037
PWY-7210,-0.8465762093463942,0.44323137957290343,0.37709588009759687
PWY-7211,1.6146703123530495,-0.17337582038847876,-0.5665924250027449
PWY-7219,3.5561159462338088,0.043456963382942804,0.11955440346726143
PWY-7220,3.780704959842528,-0.006468986247663233,0.054496465891559376
PWY-7221,3.4982682720659435,0.03032976969389023,0.1037540256312588
PWY-7222,3.780704959842528,-0.006468986247663233,0.054496465891559376
PWY-7228,2.924959011332427,-0.35910226190628114,-0.13454820686090813
PWY-7229,3.6394969451831853,0.005880581051635914,0.10024900648240012
PWY-7234,2.6876421279685685,-0.06483075433767027,-0.10467480079319041
PWY-7237,1.2435860235380316,0.11032722658637428,-0.0448859996801757
PWY-7242,2.5012922603266885,0.332572643272079,0.217374014213494
PWY-7254,0.9897115706375486,-0.35950881025084147,-0.44446420001942544
PWY-7255,-4.245741013119886,1.6947082578501451,0.8084186163040705
PWY-7315,0.7437765736935562,-0.36411000709431285,-0.5269575967324304
PWY-7323,-0.051884261428695844,-0.4260619344123817,-0.002008452079444667
PWY-7328,-0.7120454311692086,-0.49953319463011736,-0.23483338119901287
PWY-7332,-3.6754783677159972,0.4495774372965632,-0.2633250185840603
PWY-7371,-4.665074165345427,1.0439988447310316,0.7964266056048235
PWY-7373,-7.342339137214059,0.8137489592806065,0.40450901380759113
PWY-7374,-5.343107110232815,1.4589263508195445,0.9373039855096811
PWY-7376,-5.2129096204222805,1.3855465761237822,0.9956174011509451
PWY-7377,0.21535467810612463,0.05729126545543395,-0.5557643454182822
PWY-7392,1.8838669307811289,0.15537356077626763,-0.016341336318216992
PWY-7400,2.853191489329048,0.10000085461976371,-0.12802944489265322
PWY-7431,-4.54246091102488,0.4155699500306751,0.43605910939843073
PWY-7446,-4.138441519298034,-0.48983693490816416,-0.07381047070937286
PWY-7456,-2.556857852770505,0.34639962468889257,-0.0820298947530026
PWY-7539,2.4527378845055265,-0.4132914031565271,-0.16080364822878396
PWY-7560,2.24373547444766,0.20624178422862216,0.2483530552790584
PWY-7616,-4.2794633518351155,1.7670966688902436,0.8441900845401084
PWY-7663,3.6106729839397085,-0.04298342715290926,0.029570955732747456
PWY-7664,-1.0175891260890024,-0.6615846918784616,-0.1646024495754118
PWY-841,3.0654740898516115,-0.26496410356147293,-0.09902796544101783
PWY-922,1.9123011731712678,0.027497934185124917,-0.04186876913666615
PWY0-1061,2.519309540511286,-0.03346434137549925,-0.19028423205266465
PWY0-1241,-1.0798354929232143,0.17202939991733973,-0.3397295574162552
PWY0-1261,1.6319834070356736,0.13352982408943204,-0.5657972955454651
PWY0-1277,-3.84209352969942,1.2290414526751534,0.37256177620585074
PWY0-1296,3.4310126067005173,0.08264630270216822,-0.02657354879200713
PWY0-1297,3.3760685060291573,0.07095077842361808,-0.04647565637673917
PWY0-1298,3.3533998808936856,0.010901277422058153,-0.04542261006274573
PWY0-1319,3.618326365281786,0.05496656111912468,0.09928007775733355
PWY0-1338,-3.2901289791613424,-0.6817058383943979,-0.41056331429142945
PWY0-1415,-0.6870270585136335,-0.13909094971859226,-0.8527994335943315
PWY0-1479,-2.1686272666749433,-0.6437753470155865,-0.5196978468176746
PWY0-1533,-2.0641892884676523,-0.6779446015346917,-0.9796045200590756
PWY0-1586,3.309919728924039,0.2671372182721791,0.11647327798152124
PWY0-162,3.03794788640731,-0.2699631010493523,-0.07692323732210238
PWY0-166,2.872918745961269,-0.2830094376196606,-0.14374339940800307
PWY0-321,-3.2345345635983147,-0.6704999727508845,-0.37853491981776677
PWY0-41,-1.8544956399370305,0.4976436589869502,0.5866203583822145
PWY0-42,-4.415376660276673,-0.17020812133021168,-0.14129959791980778
PWY0-781,2.1146742232620417,0.1272083805419425,-0.15124931594337504
PWY0-845,-0.8295176334093926,-0.9829862982162376,-0.7244772510406527
PWY0-862,1.4512236841781219,-0.04261927426087986,-0.13724685236026601
PWY1G-0,-4.356025556427321,2.116900411361371,1.1870680716819448
PWY490-3,0.37963013481480434,0.7675859074218091,0.5701729192945153
PWY4FS-7,3.5241970545079555,0.05413720584602122,0.09323704295467877
PWY4FS-8,3.5241970545079555,0.05413720584602122,0.09323704295467872
PWYG-321,-1.7059639750494533,-0.16060191055692408,0.2704919077815999
PYRIDNUCSAL-PWY,1.9722455823025742,0.29797890558538387,0.1012863773289264
PYRIDNUCSYN-PWY,2.0131016583915278,0.15766842906015865,0.005208189051871315
PYRIDOXSYN-PWY,-1.273925849976914,-1.0733290481848607,-0.7264543215320288
REDCITCYC,2.0191285852162606,-0.6460280369683191,-0.8903116144342319
RHAMCAT-PWY,1.8956032431251453,0.30252137705125337,0.1278188197780791
RIBOSYN2-PWY,2.439073259460147,-0.016937739739099178,0.018967787026861083
RUMP-PWY,1.5690708210134305,-0.3462053343628668,-0.22290674254012272
SALVADEHYPOX-PWY,1.6038171339750589,0.44012376403762166,0.07667962284708416
SER-GLYSYN-PWY,2.908670294027446,0.2217959953886301,-0.04857261441282151
SO4ASSIM-PWY,0.8509480274838301,-0.9666866276829742,-0.5015596637374359
SULFATE-CYS-PWY,1.3238316745979466,-0.8448944498588264,-0.4287362951924484
TCA,1.6917156672058242,-0.7006732478881967,-0.43447051664533975
TCA-GLYOX-BYPASS,-0.7654735573075291,-0.09868097594744862,-0.651048629479228
TEICHOICACID-PWY,1.8474600471042733,-0.4086073416266116,-0.08745073263674197
THISYN-PWY,1.496409888397392,-0.2862087600641655,0.10380124167892243
THREOCAT-PWY,-2.3209256162961456,0.25105631107681553,-0.3120146381380827
THRESYN-PWY,3.324835859528574,0.04411765126874678,-0.10820912330566684
TRNA-CHARGING-PWY,2.7576263363687845,0.1615473566124388,0.2507764723952185
TRPSYN-PWY,2.8260285359817994,0.180039706346241,-0.09482563667059674
TYRFUMCAT-PWY,-4.547203879671043,1.6283444286736866,0.9802253534737078
UBISYN-PWY,-2.75084159324358,0.011265099492660968,0.16298917205241575
UDPNAGSYN-PWY,3.125467194163938,-0.02949364293665424,-0.07189770390944766
VALSYN-PWY,3.2338252108792984,0.15609804993660625,-0.02029530116027084
